,AGENCY,ADDRESS,CONTACT PERSON,FAX,TELEPHONE,SPECIALIZATION,WEBSITE,MOBILE,EMAIL,ABOUT
1271,,"Office No.14, 1st Floor, Local Shopping Centre, Vasant Arcade, B-7, Vasant Kunj ,New Delhi,Delhi(110070 )",,,,,,,,
1272,,Garg Airlinks (ACT - 458),,,,,,,,
1273,,"47/1 Community Centre, East of Kailash ,New Delhi,Delhi(110065 )",,,,,,,,
1274,,Ganpati Travels (ACT - 291),,,,,,,,
1275,,"1207,12th floor, Devika Towers 6 Nehru Place ,New Delhi,Delhi(110019)",,,,,,,,
1276,,Ganga Sadan(Sympoh Marketing Pvt.Ltd. (Allied - 994),,,,,,,,
1277,,"4658 A Ansari Road, 21 Darya Ganj , Delhi,Delhi(110002)",,,,,,,,
1278,,Freedom 4 Travel (ACT - 765),,,,,,,,
1279,,"904 Aggarwal Cybre Plaza No.1 Netaji Subhash Palace Pitampura ,New Delhi,Delhi(110034 )",,,,,,,,
1280,,Fotolook Tourism (HONY - 142),,,,,,,,
1281,,"3618A Shanti Bhavan Near Golcha Cinema Parking Daryaganj ,New Delhi,Delhi(110002)",,,,,,,,
1282,,Four Sight Hospitality Management Pvt.Ltd (ACT - 668),,,,,,,,
1283,,"GF 27 Kirti Deep Building Nangal Ryaa Commercial Complex Nangal Raya ,New Delhi,Delhi(110046 )",,,,,,,,
1284,,Florence Group of Hotels (Allied - 148),,,,,,,,
1285,,"15A/6 W.E.A. Karol Bagh Near Karol Bagh Metro Station Opposite New Bloom School ,New Delhi,Delhi(110005 )",,,,,,,,
1286,,Flight Center Travels Pvt.Ltd (ACT - 115),,,,,,,,
1287,,"102 Humayunpur Safdarjung Enclave New Delhi ,New Delhi,Delhi(110029 )",,,,,,,,
1288,,Flexi Tours Pvt.Ltd (Allied - 562),,,,,,,,
1289,,"Taneja House I 84 First Floor Lajpat Nagar II ,New Delhi,Delhi(110024 )",,,,,,,,
1290,,Flag Holidays (ACT - 450),,,,,,,,
1291,,"212 M.S.Chamber, Laxmi Nagar Vikas Marg Delhi ,New Delhi,Delhi(110092 )",,,,,,,,
1292,,Fabian Media Pvt.Ltd. (HONY - 1089),,,,,,,,
1293,,"168 A Somdutt Chamber II 09 Bhikaji Cama Place ,New Delhi,Delhi(110016)",,,,,,,,
1294,,Excel Network Tours & Conference Organisers (Allied - 022),,,,,,,,
1295,,"55, Rani Jhansi Road ,New Delhi,Delhi(110055)",,,,,,,,
1296,,Explore India Tourism Pvt.Ltd. (ACT - 492),,,,,,,,
1297,,"F 8 Lower Ground Floor Kalkaji Main Market Kalkaji ,New Delhi,Delhi(110019 )",,,,,,,,
1298,,Explore India Holidays Pvt.Ltd. (ACT - 449),,,,,,,,
1299,,"G 11, 15A/22 W.E.A. Ajmal Khan Road, Karol Bagh ,New Delhi,Delhi(110005 )",,,,,,,,
1300,,Exclusive Excursion Pvt.Ltd (ACT - 763),,,,,,,,
1301,,"Chowdhery Chamber A 146 2nd floor, Metro Pillar No. 39Vikas Marg, Shakarpur ,New delhi ,Delhi(110092)",,,,,,,,
1302,,Evoque Hotel Marketing (Allied - 1014),,,,,,,,
1303,,"No.6, H16/6, DLF Phase-1, ,Gurgaon,Haryana(110070)",,,,,,,,
1304,,Equator Tours (ACT - 510),,,,,,,,
1305,,"15/1, Ground Floor, West Patel Nagar,New Delhi,Delhi(110008 )",,,,,,,,
1306,,Engee Tours & Travels (ACT - 233),,,,,,,,
1307,,"408, Pragati Tower, Rajindra Place ,New Delhi,Delhi(110008)",,,,,,,,
1308,,Emery India Destinations (Allied - 810),,,,,,,,
1309,,"UB 31 Indra Prakash Barakhma Road New Delhi NCT of Delhi ,New Delhi,Delhi(110001 )",,,,,,,,
1310,,Ecos (I) Mobility & Hospitality Pvt.Ltd (Allied - 789),,,,,,,,
1311,,"238, 2nd floor Okhla Phase 3 Near by Goindpuri Metro Station ,New Delhi,Delhi(110021)",,,,,,,,
1312,,ECO Adventures Pvt.Ltd. (ACT - 254),,,,,,,,
1313,,"15, Sant Nagar, 3rd Floor, East of Kailash, ,New Delhi,Delhi(110065)",,,,,,,,
1314,,Dynamic Tours Pvt.Ltd. (HONY - 045),,,,,,,,
1315,,"Suite No.206,Rakesh Deep11, Commercial Complex Gulmohar Enclave ,New Delhi,Delhi(110049)",,,,,,,,
1316,,Drishya Holidays Pvt.Ltd (ACT - 615),,,,,,,,
1317,,"A 302 RG City Centre Motia Khan, DDA Shopping Center Main DB Gupta Road Nr.Paharganj New Delhi ,New Delhi,Delhi(110055 )",,,,,,,,
1318,,Down Town Travels (Allied - 949),,,,,,,,
1319,,"E 13/29 (III floor) Harsha Bhawan Middle Circle, Connaught Place ,New Delhi,Delhi(110001)",,,,,,,,
1320,,Divine Event Management Pvt.Ltd. (ACT - 1022),,,,,,,,
1321,,"906 D Mall, Netaji Subhash Place, District Center, Pitam Pura ,New Delhi,Delhi(110034)",,,,,,,,
1322,,Diplomatic Travel Point (P) Ltd. (ACT - 124),,,,,,,,
1323,,"C-3, Second Floor, Main Market Vasant Vihar ,New Delhi,Delhi(110057)",,,,,,,,
1324,,Diamond Air Services P. Ltd. (ACT - 038),,,,,,,,
1325,,"E-2, 2nd Floor Main Road Kalkaji ,New Delhi,Delhi(110019)",,,,,,,,
1326,,Dhingra International (Allied - 974),,,,,,,,
1327,,"F 24/8 Mandir Marg, Krishna Nagar ,New Delhi,Delhi(110051)",,,,,,,,
1328,,Delhi Air Movers Travel & Tours Pvt.Ltd. (ACT - 281),,,,,,,,
1329,,"1350/19 Flat No.201 Bawa Chambers IInd floor Naiwala, Karol Bagh ,New Delhi,Delhi(110005)",,,,,,,,
1330,,Dewan Travels Pvt.Ltd. (ACT - 741),,,,,,,,
1331,,"1205, Kailash Building, Kasturba Gandhi Marg,New Delhi,Delhi(110001 )",,,,,,,,
1332,,De-Vivendi Resorts (Allied - 785),,,,,,,,
1333,,"E 4 DDA Market, G K III Masjid Moth,New Delhi,Delhi(110048 )",,,,,,,,
1334,,Destination Planners Pvt.Ltd. (ACT - 1048),,,,,,,,
1335,,"CA 110 (3rd floor)Tagore Garden ,New Delhi,Delhi(110027)",,,,,,,,
1336,,DGS Travel House Pvt. Ltd. (ACT - 513),,,,,,,,
1337,,"270, Anarkali Complex, Jhandewalan Extension ,New Delhi,Delhi(110055)",,,,,,,,
1338,,D Pauls Travel & Tours (ACT - 094),,,,,,,,
1339,,"12/161-162 Malviya Nagar ,New Delhi,Delhi(110017)",,,,,,,,
1340,,Dashmesh Travels (Allied - 677),,,,,,,,
1341,,"N 33A Inner Circle Connaught Circus ,New delhi ,Delhi( 110001 )",,,,,,,,
1342,,Creative Travel Pvt. Ltd. (ACT - 932),,,,,,,,
1343,,"Creative Plaza 283 Udyog Vihar Phase 2 ,Gurugram,Haryana(122016)",,,,,,,,
1344,,Cordial India Tours & Events (ACT - 931),,,,,,,,
1345,,"115, Vardhman Market, Road No.71 ,Vigyan Vihar,Delhi(110092)",,,,,,,,
1346,,Country Development & Management Services (P) Ltd. (Allied - ),,,,,,,,
1347,,"Block E, No.5, Commercial Complex Masjid Moth Greater Kailash II New Delhi, ,NCT of Delhi,Delhi(110048)",,,,,,,,
1348,,Corporate Tours & Travels (ACT - 157),,,,,,,,
1349,,"509, Amba Deep14, K.G. Marg New Delhi, NCT OF DELHI ,NCT of Delhi ,Delhi(110001 )",,,,,,,,
1350,,Corbett Treff Hotel (Add Category - ),,,,,,,,
1351,,"304, Vikas Complex Vikas Marg S-524, School Block Dehi , NCT of Delhi ,Delhi(110092)",,,,,,,,
1352,,The Consortium Resorts & Inns (P) Ltd. (Allied - 189),,,,,,,,
1353,,"D-429, Sector Near Rampal Chowk Dwaraka ,New Delhi-,Delhi(110075 )",,,,,,,,
1354,,Cosmo Travels Pvt.Ltd. (Allied - 570),,,,,,,,
1355,,"2 Asia House Kasturba Gandhi Marg New Delhi ,NCT of Delhi ,Delhi(110001 )",,,,,,,,
1356,,Corporate Voyagers Pvt.Ltd. (Allied - 865),,,,,,,,
1357,,"134 first floor Vishal Tower District Centre, Janakpuri New Delhi ,NCT of Delhi ,Delhi(110058 )",,,,,,,,
1358,,Connecting Horizons Travel Services (ACT - 272),,,,,,,,
1359,,"B - 1242, G. D. Colony, First Floor ( A - 2), Near Red Fox Hotel Mayur Vihar Phase -3 ,New Delhi ,Delhi(110096 )",,,,,,,,
1360,,Comfort Connections Pvt.Ltd (Allied - 859),,,,,,,,
1361,,"B 26 D Gangotri Enclave Alaknanda New Delhi ,NCT of Delhi ,Delhi(110019 )",,,,,,,,
1362,,Compass India Inc. (ACT - 129),,,,,,,,
1363,,"2nd Floor, 35 Link Road Lajpat Nagar (Near Metro Station) New Delhi ,NCT of Delhi ,Delhi(110024 )",,,,,,,,
1364,,Club Class Vacation (Allied - 631),,,,,,,,
1365,,"703-704 Somdutt Chambers II Bhikaji Cama Place New Delhi ,NCT of Delhi ,Delhi(110066 )",,,,,,,,
1366,,Classic Trips (Allied - 995),,,,,,,,
1367,,"17A/59, W E A Karol Bagh ,New Delhi ,Delhi(110005)",,,,,,,,
1368,,Chrysalid Outdoor Learning Centres India Pvt.Ltd. (ACT - 543),,,,,,,,
1369,,"C-24 A, 2nd Floor Acharya Niketan (Main road) Mayur Vihar Phase 1 ,New Delhi ,Delhi(110091 )",,,,,,,,
1370,,City Linkers Tours & Travels (ACT - 101),,,,,,,,
1371,,"SQ 33 (1st floor) Block H Saket New Delhi, ,NCT of Delhi ,Delhi( 110017)",,,,,,,,
1372,,City Explorers Pvt.Ltd (Allied - 1059),,,,,,,,
1373,,"206 Ashoka Apartments Commercial Complex Ranjeet Nagar New Delhi , NCT of Delhi ,Delhi(110008 )",,,,,,,,
1374,,Chhavi Tour Travel Pvt.Ltd. (Allied - 1008),,,,,,,,
1375,,"Aggarwal Corporate Heights A - 7, Office No. 1207, 12th floor Netaji Subhash Palace New Delhi ,NCT of Delhi ,Delhi(110034)",,,,,,,,
1376,,Chevron Hotels & Resorts Pvt.Ltd. (Allied - 331),,,,,,,,
1377,,"D 37 (1st floor) Acharya Niketan Mayur Vihar Phase -I ,NCT of Delhi ,Delhi(110091)",,,,,,,,
1378,,Carzonrent India Pvt.Ltd. (Allied - 787),,,,,,,,
1379,,"9th Floor, Videocon Tower Jhandewalan Extension ,NCT of Delhi ,Delhi( 110055)",,,,,,,,
1380,,BTC Tours & Travels Pvt.Ltd (ACT - 726),,,,,,,,
1381,,"C-9/94 (Basement) Sector 8 Rohini Delhi ,NCT of Delhi ,Delhi(110085)",,,,,,,,
1382,,Brys Hotels Pvt.Ltd. (Allied - 776),,,,,,,,
1383,,"305 (3rd floor) Arunachal Building 19 Barakhamba Road Connaught Place New Delhi , NCT of Delhi,Delhi( 110001 )",,,,,,,,
1384,,Brandavan Food Products (Allied - 693),,,,,,,,
1385,,"N 22 Third Floor Jangpura Extension New Delhi , NCT of Delhi ,Delhi(110014)",,,,,,,,
1386,,Blue Skies Travels & Tours Pvt.Ltd. (ACT - 1007),,,,,,,,
1387,,"621 Indraprakash Building 21 Barakhamba Road Connaught Place New Delhi , NCT of Delhi ,Delhi(110001 )",,,,,,,,
1388,,Blue Ocean Travels Pvt.Ltd (ACT - 804),,,,,,,,
1389,,"13-D Gopala Towers Rajindra Place New Delhi ,NCT of Delhi ,Delhi(110008 )",,,,,,,,
1390,,Best Western Centre Point (Allied - 699),,,,,,,,
1391,,"13 Kasturba Gandhi Marg New Delhi ,NCT of Delhi,Delhi(110001 )",,,,,,,,
1392,,Beach Comber Tours & Travel ( India ) Pvt Ltd. (Allied - 234),,,,,,,,
1393,,"305, 3rd Floor, Pearls Corporate â Wâ Mall, Plot No. 09, District Centre Mangalam Palace, Near Kali Mata Mandir & Ring Road Mall, Sector -03 , Rohini,Delhi( 110085 )",,,,,,,,
1394,,Avon Travels & Holidays (Allied - 862),,,,,,,,
1395,,"51/3 New Masrket W.E.A New Rohtak Road, Karol Bagh New Delhi ,NCT of Delhi ,Delhi(110005 )",,,,,,,,
1396,,Avtar Travels (ACT - 353),,,,,,,,
1397,,"3392 Pusa Gate Ranjit Nagar South Patel Nagar New Delhi, , NCT of Delhi ,Delhi(110008)",,,,,,,,
1398,,Atlanta Travels Pvt.Ltd (ACT - 206),,,,,,,,
1399,,"M-23, Connaught Circus, New Delhi ,NCT of Delhi ,Delhi(110001)",,,,,,,,
1400,,Atari Tours & Travels (ACT - 241),,,,,,,,
1401,,"23, Jia Sarai ,NCT of Delhi,Delhi(110016)",,,,,,,,
1402,,A.T.Seasons & Vacations Travel Pvt.Ltd. (ACT - 549),,,,,,,,
1403,,"C 24 A, 2nd floor, Main Road Acharya Niketan Mayur Vihar 1 New Delhi ,NCT of Delhi ,Delhi(110091)",,,,,,,,
1404,,Asra Tours & Travels Pvt.Ltd. (ACT - 514),,,,,,,,
1405,,"H.O.UG-42,SOMDUTT CHAMBER II, 9,BHIKAJI CAMA PLACE ,NEW DELHI ,Delhi(110066)",,,,,,,,
1406,,Asia International Travels (ACT - 446),,,,,,,,
1407,,"215 Best Arcade Complex Pocket 6, Sector 12 Dwarka New Delhi , NCT of Delhi ,Delhi(110075)",,,,,,,,
1408,,Arpan Holidays (Allied - 1058),,,,,,,,
1409,,"306 (3rd floor) Vardhman Seven Eleven Plaza 5 to 8, LS No.11, Sector 7 Rohini Delhi , NCT of Delhi,Delhi(110085)",,,,,,,,
1410,,ARV Holidays Pvt.Ltd. (Allied - 920),,,,,,,,
1411,,"402, 2nd Floor, Building No.2 Ch. Kaluram Market, M.G Road ,New Delhi ,Delhi(110030 )",,,,,,,,
1412,,Arrivals Air Services Pvt. Ltd (ACT - 847),,,,,,,,
1413,,"5, Commercial Complex DDA Market Kailash Hills East of Kailash New Delhi ,NCT of Delhi,Delhi( 110065)",,,,,,,,
1414,,Apex Travel & Tours (ACT - 193),,,,,,,,
1415,,"F-39, East of Kailash New Delhi, , NCT of Delhi ,Delhi(110065)",,,,,,,,
1416,,APAAR Holidays (ACT - 135),,,,,,,,
1417,,"134-B, Pocket A, Mayur Vihar II Delhi ,NCT of Delhi,Delhi( 110091)",,,,,,,,
1418,,Anuga Travel & Tours (ACT - 794),,,,,,,,
1419,,"M 73 B Opp.Sant Nirankari Public School Malviya Nagar New Delhi , NCT of Delhi ,Delhi(110017 )",,,,,,,,
1420,,Ananya Resorts & Holidays (Allied - 239),,,,,,,,
1421,,"115, Pushpanjali, Delhi, ,NCT of Delhi ,Delhi(110092)",,,,,,,,
1422,,Ambe World Travels (ACT - 097),,,,,,,,
1423,,"B-4, Oriental House Gulmohar Enclave Commercial Complex ,New, Delhi,Delhi(110049)",,,,,,,,
1424,,Aman Travels Ltd. (ACT - 095),,,,,,,,
1425,,"Plot No.1, Khasra.262, Westend Marg, M.B.Road, (Near Garden of Five Senses) Saidulazaib (Near Saket) , New Delhi ,Delhi(110030)",,,,,,,,
1426,,Alpcord Network Travel & Conferences Management Company (Allied - 136),,,,,,,,
1427,,"614, 6th Floor, New Delhi House 27 Barakhamba Road , New Delhi ,Delhi(110001 )",,,,,,,,
1428,,Allways Marketing & Travels (ACT - 001),,,,,,,,
1429,,"17A/46 W.E.A. Karol Bagh New Delhi , NCT of Delhi,Delhi( 110005)",,,,,,,,
1430,,Ajay International Tours & Travels (ACT - 202),,,,,,,,
1431,,"No.404, 4th Floor, Pratap Bhawan, 5,Bahadurshah Zafar Marg New Delhi, ,NCT of Delhi ,Delhi(110002)",,,,,,,,
1432,,Aeon India Tours & Travels (Allied - 501),,,,,,,,
1433,,"1301, 13th floor, Hemkunt Chambers 89 Nehru Place New Delhi ,NCT of Delhi ,Delhi(110019)",,,,,,,,
1434,,AD-Voyage Travels (ACT - 311),,,,,,,,
1435,,"4C/4355, Ansari Road New Delhi ,NCT of Delhi,Delhi(110002 )",,,,,,,,
1436,,ABN(India) Publications (HONY - 037),,,,,,,,
1437,,"J-3-B, Lajpat Nagar-III New Delhi ,NCT of Delhi ,Delhi( 110024)",,,,,,,,
1438,,Abloom Exhibition & Conference Service (ACT - 366),,,,,,,,
1439,,"258, Kuldeep house, II Floor, SLJ, Lane 3, Western Marg Near Saket Metro Station, ,Mehrauli ,Delhi(110030)",,,,,,,,
1440,,Aalishan Hotels (Allied - 161),,,,,,,,
1441,,"A2A/3, Janakpuri New Delhi , NCT of Delhi ,Delhi( 110058)",,,,,,,,
1442,,AA Recreation Tours & Travels Pvt. Ltd (ACT - 137),,,,,,,,
1443,,"212-A, Suneja Tower-B District Centre Janakpuri ,New Delhi ,Delhi( 110058 )",,,,,,,,
1444,,Aristocrat Tours Pvt.Ltd. (Allied - 990),,,,,,,,
1445,,"117-119 Vardhman Tower Preet Vihar ,Delhi NCT,Delhi(110092)",,,,,,,,
1446,,A Plus Holidays & Travels (ACT - 322),,,,,,,,
1447,,"UU-216, Nr.CD Bus Stop Pitampura Delhi ,NCT,Delhi(110088)",,,,,,,,
1448,,AKS Hospitality (Allied - 869),,,,,,,,
1449,,"Office No.208, 2nd floor Allied House I Local Shopping Centre Pushp Vihar ,New Delhi NCT,Delhi()",,,,,,,,
1450,,Ajanta Express Pvt.Ltd. (ACT - 799),,,,,,,,
1451,,"283 Anarkali Complex Jhandewala Extension , New Delhi NCT,Delhi(110055 )",,,,,,,,
1452,,Aerospace Holidays Pvt.Ltd. (ACT - 930),,,,,,,,
1453,,"3 LSC Kanishka Complex ,Saini Enclave,Delhi(110092)",,,,,,,,
1454,,Aeronet Travtour Pvt.Ltd (ACT - 874),,,,,,,,
1455,,"108 Tamoor Nagar New Friends Colony ,New Delhi NCT ,Delhi(110005 )",,,,,,,,
1456,,Accord Hospitality Services (P) Ltd (Allied - 434),,,,,,,,
1457,,"108 Tamoor Nagar New Friends Colony ,New Delhi NCT ,Delhi( 110065)",,,,,,,,
1458,,AA Bee Resorts & Travel Pvt.Ltd. (ACT - 619),,,,,,,,
1459,,"G-2 CD Block Sagar Complex Pitam Pura ,Delhi NCT,Delhi(110034 )",,,,,,,,
1460,,24 Hours Travel Services Pvt.Ltd. (ACT - 947),,,,,,,,
1461,,"662/6, First floor, Above Axis Bank, Patpar Ganj Road,,Shiv Puri,Delhi(110051)",,,,,,,,
1462,,Nimbus Adventures Pvt.Ltd. (Add Category - ),,,,,,,,
1463,,"SCO 70 Level 2 , Sector 20 C ,Chandigarh(160020 )",,,,,,,,
1464,,Indian Tourist Bureau (ACT - 583),,,,,,,,
1465,,"16 Ground Floor, Sukirti Complex S.P.Verma Road, Patna ,Bihar(800001 )",,,,,,,,
1466,,Nalins Travels (Allied - 944),,,,,,,,
1467,,"Main Road, Near Railway Flyover Budharaja ,Budharaja (Sambalpur),Bihar(768004)",,,,,,,,
1468,,The Eastern Meadows (ACT - 965),,,,,,,,
1469,,"A 5 Co-operative Super Market Pradhan Nagar ,Siliguri ,West Bengal(734001 )",,,,,,,,
1470,,Help Tourism Pvt. ltd. (ACT - 826),,,,,,,,
1471,,"143 Hill Cart Road ,Siliguri ,West Bengal(734001 )",,,,,,,,
1472,,Global Connection (ACT - 1054),,,,,,,,
1473,,"143 1132/1/68/1 M.N.Saha Saran P.O. Pradhan Nagar, ,Siliguri ,West Bengal(734003)",,,,,,,,
1474,,Eastern Meadows Tours (ACT - 1090),,,,,,,,
1475,,"Saroj Apartment(Ground floor) 40 MNS Sarani, Pradhan Nagar,Siliguri ,West Bengal(734003)",,,,,,,,
1476,,Heat Flexi Holidays (ACT - 462),,,,,,,,
1477,,"Shiv Mahal 34 Bidyasagar Road Khalpara ,Siliguri ,West Bengal(734005)",,,,,,,,
1478,,Valuemytrip Travels Pvt.Ltd. (ACT - 832),,,,,,,,
1479,,"510, 5th Floor, Amaze Shopping Mall, A.T. Road ,Guwahati,Assam(781001)",,,,,,,,
1480,,Gitanjali Tours & Travels (ACT - 1117),,,,,,,,
1481,,"Raja Ram Mohan Roy Road, East Vivek Anand Pally P.O.Rabindra Sarani,Siliguri ,West Bengal(734001)",,,,,,,,
1482,,Deys Holidays (ACT - 966),,,,,,,,
1483,,"Netaji More, NJP Main Road, Bhaktinagar, P.O.Bhaktinagar,Siliguri ,West Bengal(734007)",,,,,,,,
1484,,Shivani Aviates Pvt.Ltd. (ACT - 560),,,,,,,,
1485,,"B 6-7, Tribenis Complex G S Road, Ulubari ,Guwahati,Assam(781007)",,,,,,,,
1486,,Connections (ACT - 1103),,,,,,,,
1487,,"Hotel Rajdurbar Hill Cart Road Near Mahananda Bridge ,Siliguri ,West Bengal(734005 )",,,,,,,,
1488,,Alphine Nature Beyond Pvt.Ltd. (ACT - 482),,,,,,,,
1489,,"3rd floor Anand Mangal Square 57 S.F.Road ,Siliguri ,West Bengal(734005 )",,,,,,,,
1490,,VMV Holidays Limited (ACT - 994),,,,,,,,
1491,,"18 Giri Babu Lane 1st floor Room No. 1A,Kolkata,West Bengal(700012)",,,,,,,,
1492,,NCS Travels & Tours Pvt.Ltd. (ACT - 581 ),,,,,,,,
1493,,"225 F, A J C Bose Road (1st floor),Kolkata,West Bengal(700020)",,,,,,,,
1494,,Parjatakguru Tours & Travels Pvt.Ltd. (Allied - 871),,,,,,,,
1495,,"P 129 Lake Town Block A ,Kolkata,West Bengal(700089 )",,,,,,,,
1496,,Arbii Tourism (Allied - 1094),,,,,,,,
1497,,"43 B Jyotish Chandra Guha Sarani (Lake Place),Kolkata,West Bengal(700029 )",,,,,,,,
1498,,Tirth N Tour Private Ltd (ACT - 827),,,,,,,,
1499,,"32 A Ramakrishna Samadhi Road ,Kolkata,West Bengal(700054 )",,,,,,,,
1500,,East Wind Holiday Tours Pvt.Ltd. (ACT - 380),,,,,,,,
1501,,"7th floor, Flat No.3 Chatterjee Int.Centre 33A J.L.Nehru Road ,Kolkata,West Bengal(700071 )",,,,,,,,
1502,,Villa Tours & Travels (Allied - 739),,,,,,,,
1503,,"7-A James Hickey Sarani (1st floor),Kolkata,West Bengal(700069 )",,,,,,,,
1504,,Network Travels (ACT - 837),,,,,,,,
1505,,"17. Paltan Bazar, G.S. Road ,Guwahati,Assam(1234)",,,,,,,,
1506,,Ideal Leisure Holidays (Allied - ),,,,,,,,
1507,,"K/9 Plot No.329 Sahapur Colony (East) Near Alipur,Kolkata,West Bengal(700034)",,,,,,,,
1508,,PANWAYS (ACT - 935),,,,,,,,
1509,,"87 Lenin Sarani ,Kolkata,West Bengal(700013)",,,,,,,,
1510,,Lets See Tour & Travels (ACT - 1087),,,,,,,,
1511,,"169 GNB Road 1st floor Opp.Chandhari Colony Bus Stop Above World of Titan Showroom Chandhari ,Guwahati,Assam(781003)",,,,,,,,
1512,,Solitary Nook (Allied - 1105),,,,,,,,
1513,,"Kalyani Apartment, F.F. 26/1A Mohini Mohan Road ,Kolkata,West Bengal(700026)",,,,,,,,
1514,,Tibet Tours and Travels (ACT - 981),,,,,,,,
1515,,"53 Anandpally ,Kolkata,West Bengal(700001)",,,,,,,,
1516,,Khorlo Tours & Travels (ACT - 888),,,,,,,,
1517,,"Sikkim Commerce House 4/1 Middleton Street, Ground Floor ,Kolkata,West Bengal(700001)",,,,,,,,
1518,,Landmark Tours & Travels (Allied - 857),,,,,,,,
1519,,"C/O Landmark Hotels, Infront of Nehru Stadium, Dr. B. Barooah Road, Ulubari,Guwahati ,Assam( 781007 )",,,,,,,,
1520,,Legend Holidays (ACT - 926),,,,,,,,
1521,,"8 No MARQUIS STREET (1ST FLOOR) ,Kolkata,West Bengal(700001)",,,,,,,,
1522,,Linkage Tours & Travels (ACT - 925),,,,,,,,
1523,,"124B Lenin Sarani ,Kolkata,West Bengal(700001)",,,,,,,,
1524,,Landscape Safari (ACT - 846),,,,,,,,
1525,,"6 Anil Annexee, 2nd floor Dr B.K.Kakati Road Ulubari ,Guwahati,Assam( 781007 )",,,,,,,,
1526,,Vinayaka Tours & Leisures (ACT - 856),,,,,,,,
1527,,"1/1A Vansitart Row (2nd floor), Room 07 Opp.Dalhouse Telephone Bhawan ,Kolkata,West Bengal(700001)",,,,,,,,
1528,,Victoria Travels Pvt.Ltd. (ACT - ),,,,,,,,
1529,,"54 Chowringhee Road,Kolkata,West Bengal(700001)",,,,,,,,
1530,,Impression Tourism Services (I) Pvt.Ltd (ACT - 357),,,,,,,,
1531,,"Flat No.34, 3rd floor 22 Ashutosh Chowdhury Avenue ,Kolkata,West Bengal(700001)",,,,,,,,
1532,,Koyeli Tours & Travels Pvt. Ltd. (ACT - 436),,,,,,,,
1533,,"Building No.37, Rangamancha Path, Basistha Road,Guwahati,Assam(781006)",,,,,,,,
1534,,Neptune Holidays Pvt. Ltd. (ACT - 387),,,,,,,,
1535,,"Arihant Benchmark 113/F Matheswartolla Road Near Topsia Crossing Axis Bank Building 3rd Floor,Kolkata,West Bengal(700001)",,,,,,,,
1536,,Flyeasy (ACT - 1073),,,,,,,,
1537,,"B 8 Tribeni Commercial Complex G.S.Road Ulubari ,Guwahati ,Assam(781007)",,,,,,,,
1538,,Travel and Tour Consultants (ACT - ),,,,,,,,
1539,,"265 B.B.Ganguly Street (1st floor),Kolkata,West Bengal(700001)",,,,,,,,
1540,,Vinayaka Air Travel Agency (ACT - 733),,,,,,,,
1541,,"23A, A.N.S. Road, Fortuna Tower 1st Floor, Room No.08,Kolkata,West Bengal(700001)",,,,,,,,
1542,,Fastrack Travels (Allied - 1088),,,,,,,,
1543,,"H/No.52 Gr.Floor Subhan Building T.R.Phukan Road Machkhowa ,Guwahati,Assam(781009)",,,,,,,,
1544,,Voyagers Club Tours Pvt.Ltd. (Allied - 910),,,,,,,,
1545,,"4 A, Anil Roy Road ,Kolkata,West Bengal(700029)",,,,,,,,
1546,,Vensimal World Travel Agents Pvt.Ltd (ACT - 728),,,,,,,,
1547,,"18 Rabindra Sarani Poddar Court, Ground floor,Kolkata,West Bengal(700001)",,,,,,,,
1548,,CITIUS Travel Solutions (ACT - 635),,,,,,,,
1549,,"125, Rash Behari Avenue, 2nd Floor, Flat No. - 2E, ,Kolkata,West Bengal(700001)",,,,,,,,
1550,,Gangavathi Travels (ACT - 918),,,,,,,,
1551,,"D.N. 27-1-7/5 Sri Ranga Raju Nursing Home JP Road ,Bhimavaram,Andhra Pradesh(534202)",,,,,,,,
1552,,Kundu Tirtho-O-Vraman (ACT - 1023),,,,,,,,
1553,,"6A, Hazra Road (Ground floor) ,Kolkata,West Bengal(700001)",,,,,,,,
1554,,Travel Club & Holidays (Allied - 1005),,,,,,,,
1555,,"4, Rabindra Sarani, 1st floor, Opposite : Lalbazar Post Office,,Kolkata,West Bengal(700001)",,,,,,,,
1556,,Mountain Edge Tours & Holiday Pvt.Ltd. (ACT - 348),,,,,,,,
1557,,"Opp. Rajasthan Manch Shadipur, Port Blair ,Andaman & Nicobar Islands ,Andaman and Nicobar Islands(744106 )",,,,,,,,
