,WEBSITE,PHONE,MOBILE,AGENCY,EMAIL,ADDRESS
744,http://tradekerala.in/19251/Sree+Tours/1,0471 2318697,,Sree Tours,,No.11/1815  Anamika  Cliffs Garden  Nanthankode  695003
745,http://tradekerala.in/16532/Sree+Tours/1,0471 2318697,,Sree Tours,,No.11/1815  Anamika  Cliffs Garden  Nanthankode  695003
746,http://tradekerala.in/14772/Stallone+Tours+%26+Travels/1,0471 2436692,,Stallone Tours & Travels,,Kowdiar   695003
747,http://tradekerala.in/3822/Stallone+Tours+%26+Travels/1,0471 2436692,,Stallone Tours & Travels,,Kowdiar  695003
748,http://tradekerala.in/19276/Stargate+Travel+Bureau/1,0471 2314698,,Stargate Travel Bureau,,Jyothi Krishna Building  Near Indira Bn  Sasthamangalam  695010
749,http://tradekerala.in/16934/Stargate+Travel+Bureau/1,0471 2314698,,Stargate Travel Bureau,,Jyothi Krishna Building  Near Indira Bn  Sasthamangalam  695010
750,http://tradekerala.in/19231/Suni+Associates+Travel+Consultants+Pvt.Ltd/1,0471 2322693,,Suni Associates Travel Consultants Pvt.Ltd,,Jothi Krishna Building.  Sasthamangalam  695010
751,http://tradekerala.in/15720/Suni+Associates+Travel+Consultants+Pvt.Ltd/1,0471 2322693,,Suni Associates Travel Consultants Pvt.Ltd,,Jothi Krishna Building.  Sasthamangalam  695010
752,http://tradekerala.in/14770/Superior+Travels/1,0471 2476676,,Superior Travels,,Statue Jn   695001
753,http://tradekerala.in/3821/Superior+Travels/1,0471 2476676,,Superior Travels,,Statue Jn  695001
754,http://tradekerala.in/189/Swagath+India+Tours+%26+Travels/1,0471 2327655,,Swagath India Tours & Travels,,No.25/2164  Tvm Medical College  695011
755,http://tradekerala.in/14768/Swagath+India+Tours+%26+Travels/1,0471 2327655,,Swagath India Tours & Travels,,No.25/2164  Tvm Medical College  695011
756,http://tradekerala.in/5487/Swastic+Tours+and+Travels/1,0471 2331393  2331691,,Swastic Tours and Travels,,Swastik Centre  M.G. Rd  695 001
757,http://tradekerala.in/19274/Swastik+Tours+%26+Travels/1,0471 2331691,,Swastik Tours & Travels,,Swastik Centre  Mg Rd  695001
758,http://tradekerala.in/16858/Swastik+Tours+%26+Travels/1,0471 2331691,,Swastik Tours & Travels,,Swastik Centre  Mg Rd  695001
759,http://tradekerala.in/14767/Swathy+Tours+%26+Travels/1,0471 2460176,,Swathy Tours & Travels,,Kaithamukku  695024
760,http://tradekerala.in/11781/Swathy+Tours+%26+Travels/1,0471 2460176,,Swathy Tours & Travels,,Kaithamukku  695024
761,http://tradekerala.in/13931/Sterling+Tour/7,0484 3095561,,Sterling Tour,,555 / 7  H.S.Road  Maradu  682 304
762,http://tradekerala.in/16408/Sopan+Tours+%26+Travels/1,0470 2600552,,Sopan Tours & Travels,,Kedawithvila  Palachira  695141
763,http://tradekerala.in/12334/Sopan+Tours+%26+Travel/1,0470 2600552,,Sopan Tours & Travel,,Kedawithvila  Palachira  695141
764,http://tradekerala.in/23499/Skynet+Tours+%26+Travels/11,+91 484 9847963690/9745529795,,Skynet Tours & Travels,ck.roshna@yahoo.com,"Eroth Centre.,Bank Road.,Calicut"
765,http://tradekerala.in/24447/Snow+Top+Travels/7,+91 484 2542177,,Snow Top Travels,,"Manjummel.,Ernakulam-683501.,"
766,http://tradekerala.in/24486/S+S+Tours+%26+Travels/2,+91 4872285770,,S S Tours & Travels,,"M.O Road.,Kollam-680001.,"
767,http://tradekerala.in/24487/Southside+Holidays+Tours+%26+Travels/7,+91 484 2351602,,Southside Holidays Tours & Travels,,"C.P Ummer Road.,Ernakulam-682035.,"
768,http://tradekerala.in/24488/SRM+Travels/7,+91 484 2400305,,SRM Travels,,"Kaloor.,Ernakulam-682017.,"
769,http://tradekerala.in/24743/S+A+Tours+%26+Travels/7,+91 484 2232575,,S A Tours & Travels,,"Thoppumpady.,Ernakulam-682005.,"
770,http://tradekerala.in/24744/S+B+Tours+%26+Travels/7,+91 484 2777949,,S B Tours & Travels,,"Tripunithura.,Ernakulam-6823101.,"
771,http://tradekerala.in/24750/Senator+Tours+%26+Travels/7,+91 484 2513967,,Senator Tours & Travels,,"Kaloor.,Ernakulam-682017.,"
772,http://tradekerala.in/24751/Sevens+Tours+%26+Travels/7,+91 9995147751,,Sevens Tours & Travels,,"Kaloor.,Ernakulam-682017.,"
773,http://tradekerala.in/24757/SK+Tours+%26+Travels/7,+91 484 2323936,,SK Tours & Travels,,"Kadavanthra.,Ernakulam-682020"
774,http://tradekerala.in/24758/Skyline+Tours+%26+Travels/7,+91 484 2303459,,Skyline Tours & Travels,,"Vyttila.,Ernakulam.,Kochi-682019.,"
775,http://tradekerala.in/24761/Souldrops+Holidays+%28P%29+Ltd/7,+91 484 3243151,,Souldrops Holidays (P) Ltd,,"Kadavanthra.,Ernakulam.,Kochi-682020.,"
776,http://tradekerala.in/24767/Suburban++Travels+%26+Tours/7,+91 484 2348883,,Suburban  Travels & Tours,,"Palarivattom.,Ernakulam.,Cochin-682025.,"
777,http://tradekerala.in/4912/T+T+Travels+Pvt+Ltd/7,0484 2358551,,T T Travels Pvt Ltd,,No.1400 B  Mareena Building  MG Rd  682016
778,http://tradekerala.in/4911/Taste+India+Tours+Pvt+Ltd/7,0484 2665975,,Taste India Tours Pvt Ltd,,Diamond Towers  Perumannur  682015
779,http://tradekerala.in/4479/The+Travel+People/7,0484 2367475,,The Travel People,,1st Flr Mattammel Bldgs M G Rd
780,http://tradekerala.in/10104/The+Travellers+Bank/7,0484 4000050,,The Travellers Bank,,P.B.No.1902  i 682018
781,http://tradekerala.in/10131/Tour+Kerala/7,9847405123,,Tour Kerala,,KV 17  Panampilly Nagar 36
782,http://tradekerala.in/10117/Tours+Amasco+++Kerala+Tours/7,0484 3095506,,Tours Amasco   Kerala Tours,,Corporation Bus Stand Building  Kaloor
783,http://tradekerala.in/5716/Track+I+Pvt+Ltd/7,0484 2359601,,Track I Pvt Ltd,,No.VII/3202 A  Kunnelakat Building  Perumannur 682015
784,http://tradekerala.in/4480/Track+India+Pvt+Ltd/7,0484 2359601,,Track India Pvt Ltd,,XXVII/3202 A Kunnelakat Bldg Perumanoor
785,http://tradekerala.in/4482/Trade+Wings/7,0484 2207878,,Trade Wings,,"37/4571st Flr Nobel Square Sa Rd., Kadavanthra"
786,http://tradekerala.in/5711/Trade+Wings/7,0484 2367938,,Trade Wings,,M.G.Rd
787,http://tradekerala.in/4486/Trans+Aid/7,0484 2380266,,Trans Aid,,83 Z Aid Cmplx 1st Flr 7629
788,http://tradekerala.in/10102/Transnet+India/7,0484 2356308,,Transnet India,,202  Landmark Enclave  Valanjambalam
789,http://tradekerala.in/4910/Travel+Corporation+I+Pvt+Ltd/7,0484 2359677,,Travel Corporation I Pvt Ltd,,Telstar Building 1st Floor M G Rd Ravipuram 682016
790,http://tradekerala.in/4909/Travel+Expertize/7,0484 4029950,,Travel Expertize,,Padmakshi Building  Perumannur  682015
791,http://tradekerala.in/7430/Travel+Pack+India+Private+Limited/7,0484 2331975,,Travel Pack India Private Limited,,37 3913 Central Arcade Azad Rd Kaloor 682017
792,http://tradekerala.in/4490/Travel+World/7,0484 2360851,,Travel World,,9 Parthasarthy Bldg Nr Jos Jn D H Road
793,http://tradekerala.in/4908/Travel+World/7,0484 2372405,,Travel World,,Parthsarthy Building  DH Rd  682016
794,http://tradekerala.in/5713/Travel+World/7,0484 2360851,,Travel World,,9 Parthasarathy Building D H Rd  682016
795,http://tradekerala.in/8726/Travelogics+%28P%29+Ltd/7,0484 4028666,,Travelogics (P) Ltd,,Warriam Rd  682016
796,http://tradekerala.in/10118/Travels+kerala/7,0484 2360516,,Travels kerala,,Karimpatta Road  Karimpatta Rd  Pallimukku
797,http://tradekerala.in/4491/Trinity+Air+Travels+Enterprises/7,"+91 484 4000864, 2317864, 4012946",+91 9846125740,Trinity Air Travels Enterprises,trinity_travels@yahoo.co.in,"No.3.,GCDA Shopping Complex, Near Passport Office.,Panampilly Nagar.,Ernakulam.,Cochin-682036.,"
798,http://tradekerala.in/10187/Transit+Tours+%26+Travels++Kattakkada/1,0471 2290009,,Transit Tours & Travels  Kattakkada,,No.Kp 3/189  Charis Plaza 695572
799,http://tradekerala.in/11300/Trans+Orient+Holidays/1,0471 2480726,,Trans Orient Holidays,,Kovalam  695527
800,http://tradekerala.in/12209/Travisa+Tours+and+Travels/3,0473 2320044,,Travisa Tours and Travels,,Collectorate
801,http://tradekerala.in/12222/Trust+Air+Travels/3,0473 2323657,,Trust Air Travels,,Market Rd
802,http://tradekerala.in/14766/T+E+V+S+Travels+Pvt+Ltd/1,0471 2326062,,T E V S Travels Pvt Ltd,,No.Tc 24/197  Sainivas  Near Sastha Temple  Thycaud  695014
803,http://tradekerala.in/11263/T+E+V+S+Travels+Pvt+Ltd/1,0471 2326062,,T E V S Travels Pvt Ltd,,No.Tc 24/197  Sainivas  Near Sastha Temple  Thycaud 695014
804,http://tradekerala.in/14765/T+K+A+Tours+%26+Travels/1,0471 2332003,,T K A Tours & Travels,,No.Tc 16/1103  Jagathy  Thycaud  695014
805,http://tradekerala.in/20106/T+K+A+Tours+%26+Travels/1,0471 2332003,,T K A Tours & Travels,,No.Tc 16/1103  Jagathy  Thycaud  695014
806,http://tradekerala.in/14762/T+T+Travels+Ltd/1,0471 2332127,,T T Travels Ltd,,Vellayambalam 695010
807,http://tradekerala.in/20102/T+T+Travels+Ltd/1,0471 2332127,,T T Travels Ltd,,Vellayambalam  695010
808,http://tradekerala.in/20098/Tajmahal+Tours+%26+Travels/1,0471 2404399,,Tajmahal Tours & Travels,,Kattakkada Rd  Balaramapuram  695501
809,http://tradekerala.in/14757/Thampanoor+Travels/1,0471 2327525,,Thampanoor Travels,,Aristo Jn  Thampanoor  695001
810,http://tradekerala.in/19232/The+Tour+Designers/1,0471 2353698,,The Tour Designers,,Vaisakh  Sree Chitra Nagar  Pangode  Thirumala  695006
811,http://tradekerala.in/15750/The+Tour+Designers/1,0471 2353698,,The Tour Designers,,Vaisakh  Sree Chitra Nagar  Pangode  Thirumala  695006
812,http://tradekerala.in/14981/The+tourdesigners/1,0471 5529458,,The tourdesigners,,vaisakh  sreechitra nagar  pangode  695 006
813,http://tradekerala.in/9513/The+Travel+Planners/1,0471 2570772,,The Travel Planners,,T.R.Sukumaran Nair Rd  Vallakadavu P.O  695 008
814,http://tradekerala.in/18089/The+Travel+Planners/1,0471 2570772,,The Travel Planners,,T.R.Sukumaran Nair Rd  Vallakadavu  695 008
815,http://tradekerala.in/19245/Thomas+Cook/1,0471 2338140,,Thomas Cook,,No.Tc 25/2421/1  Grd Floor  Soundarya Building  Mg Rd  695001
816,http://tradekerala.in/16472/Thomas+Cook/1,0471 2338140,,Thomas Cook,,No.Tc 25/2421/1  Grd Floor  Soundarya Building  Mg Rd  695001
817,http://tradekerala.in/20041/Three+Star+Enterprises/1,0471 2254596,,Three Star Enterprises,,Kattakkada  695572
818,http://tradekerala.in/14756/Three+Star+Travels/1,0471 2692984,,Three Star Travels,,No.Np 3/539  Kallambalam   695605
819,http://tradekerala.in/20029/Three+Star+Travels/1,0471 2692984,,Three Star Travels,,No.Np 3/539  Kallambalam  695605
820,http://tradekerala.in/14755/Thushara+Travels/1,0471 2337696,,Thushara Travels,,No.Tc 16/519  Kochar Rd  Op Jagathy School  Thycaud 695014
821,http://tradekerala.in/20028/Thushara+Travels/1,0471 2337696,,Thushara Travels,,No.Tc 16/519  Kochar Rd  Op Jagathy School  Thycaud  695014
822,http://tradekerala.in/19250/Tour+India/1,0471 2330437,,Tour India,,Bhaskar Building  Near SMV High School  MG Rd  95001
823,http://tradekerala.in/16515/Tour+India/1,0471 2330437,,Tour India,,Bhaskar Building  Near SMV High School  MG Rd  695001
824,http://tradekerala.in/4296/Tour+India/1,0471 2330437  2331507,,Tour India,,Mahatma Gandi Rd  695 001
825,http://tradekerala.in/14753/Trans+Arabian/1,0471 2332677,,Trans Arabian,,Sasthamangalam   695010
826,http://tradekerala.in/20022/Trans+Arabian/1,0471 2332677,,Trans Arabian,,Sasthamangalam  695010
827,http://tradekerala.in/14751/Transit+Tours+%26+Travels/1,0471 2530988,,Transit Tours & Travels,,Nanthankode   695003
828,http://tradekerala.in/20016/Transit+Tours+%26+Travels/1,0471 2530988,,Transit Tours & Travels,,Nanthankode  695003
829,http://tradekerala.in/20018/Transit+Tours+%26+Travels++Kattakkada/1,0471 2290009,,Transit Tours & Travels  Kattakkada,,No.Kp 3/189  Charis Plaza  Kattakkada  695572
830,http://tradekerala.in/19246/Travancore+Travels/1,0471 2474388,,Travancore Travels,,No.27/1166  Vanchiyoor  Pandara Vilakom  Pattoor  695035
831,http://tradekerala.in/14543/Travel+Air+Agency+Pvt+Ltd/1,0471 2725102,,Travel Air Agency Pvt Ltd,,No.9/798  Rambal Mansion  Vellayambalam 695010
832,http://tradekerala.in/20014/Travel+Air+Agency+Pvt+Ltd/1,0471 2725102,,Travel Air Agency Pvt Ltd,,No.9/798  Rambal Mansion  Vellayambalam  695010
833,http://tradekerala.in/14542/Travel+Destinations/1,0471 2330702,,Travel Destinations,,Thambanoor   695041
834,http://tradekerala.in/14540/Travel+Holidays/1,0471 2472305,,Travel Holidays,,Tc.25 316 1  Near Statue  Uppalam Rd  695001
835,http://tradekerala.in/14539/Travel+In+Tours+%26+Travels/1,0471 2462685,,Travel In Tours & Travels,,No.Tc 28/1867  Netaji Bhavan  Jsi St  Thakaraparambu  Pazhavangadi 695023
836,http://tradekerala.in/14532/Travel+India/1,0471 2461212,,Travel India,,Thumpara Ln  Convent Rd  Rishimangalam 695035
837,http://tradekerala.in/14530/Travel+Net/1,0471 2331725,,Travel Net,,Thambanoor  695041
838,http://tradekerala.in/19216/Travel+Net/1,0471 2331725,,Travel Net,,Thambanoor  695041
839,http://tradekerala.in/14529/Travel+Net+Tours+%26+Travels/1,0471 2575907,,Travel Net Tours & Travels,,No.Tc 28/0489  Old Gpo Ln  Statue Jn 695001
840,http://tradekerala.in/19126/Travel+Net+Tours+%26+Travels/1,0471 2575907,,Travel Net Tours & Travels,,No.Tc 28/0489  Old Gpo Ln  Statue Jn  695001
841,http://tradekerala.in/14528/Travel+Planners/1,0471 2570772,,Travel Planners,,Tr Sukumaran Nair Rd  Vallakkadavu
842,http://tradekerala.in/19012/Travel+Planners/1,0471 2570772,,Travel Planners,,Tr Sukumaran Nair Rd  Vallakkadavu  695008
843,http://tradekerala.in/4323/Travel+Spirit+International/1,0471 2316850  2313875,,Travel Spirit International,,Kailash  Opposite Rajbhavan  Kowdiar  695 003
844,http://tradekerala.in/14527/Travel+Spirit+Intl/1,0471 2316850,,Travel Spirit Intl,,Kailash  Opposite Rajbhavan  Kowdiar   695003
845,http://tradekerala.in/18949/Travel+Spirit+Intl/1,0471 2316850,,Travel Spirit Intl,,Kailash  Opp Rajbhavan  Kowdiar  695003
846,http://tradekerala.in/14523/Travellers+Point/1,0471 2477571,,Travellers Point,,Near Over Bridge  Thampanoor  695001
847,http://tradekerala.in/18532/Travellers+Point/1,0471 2477571,,Travellers Point,,Nr Over Bridge  Thampanoor
848,http://tradekerala.in/14128/Travisa+Tours+%26+Travels/1,0471 2550833,,Travisa Tours & Travels,,1st Floor  Pattom  695004
849,http://tradekerala.in/18518/Travisa+Tours+%26+Travels/1,0471 2550833,,Travisa Tours & Travels,,1st Floor  Pattom  695004
850,http://tradekerala.in/14127/Trinity+Air+Travels/1,0471 2534662,,Trinity Air Travels,,No.3/2777  Near NRI Club  Pattom Palace  695004
851,http://tradekerala.in/18517/Trinity+Air+Travels/1,0471 2534662,,Trinity Air Travels,,No.3/2777  Near NRI Club  Pattom Palace  695004
852,http://tradekerala.in/14126/Trinity+Tours+%26+Travels/1,0471 2333970,,Trinity Tours & Travels,,Oottukuzhi  695001
853,http://tradekerala.in/18492/Trinity+Tours+%26+Travels/1,0471 2333970,,Trinity Tours & Travels,,Oottukuzhi  Thiruvananthapuram Gpo  695001
854,http://tradekerala.in/14125/Trivandrum+Air+Travels+%26+Tours/1,0471 2330867,,Trivandrum Air Travels & Tours,,Near Ayurveda College  Thampanoor  695001
855,http://tradekerala.in/18490/Trivandrum+Air+Travels+%26+Tours/1,0471 2330867,,Trivandrum Air Travels & Tours,,Nr Ayurveda College  Thampanoor  695001
856,http://tradekerala.in/18483/Trivandrum+Tours+%26+Travels/1,0471 2337934,,Trivandrum Tours & Travels,,Aristo Jn  Thampanoor
857,http://tradekerala.in/14124/Trivandrum+Tours+%26+Travels/1,0471 2337934,,Trivandrum Tours & Travels,,Aristo Jn  Thampanoor  690001
858,http://tradekerala.in/4144/Take+Off+Travels+Of+India/8,0487 3295587,,Take Off Travels Of India,,62 A Kavungal Cmplx Poly Jn Valappad P O
859,http://tradekerala.in/15837/Travel+Hub/1,98952 42939,,Travel Hub,,At Blue Marine Beach Resort  North End Cliff  695141
860,http://tradekerala.in/4115/Travel+Hub/1,98952 42939,,Travel Hub,,at Blue Marine Beach Resort  North End Cliff  695141
861,http://tradekerala.in/24459/Tourist+Land+Tours+%26+Travels/7,+91 484 2377880,,Tourist Land Tours & Travels,,"Ernakulam South-682016.,"
862,http://tradekerala.in/24489/Taurus+Holidays/7,+91 484 2391854,,Taurus Holidays,,"Thrikkakara.,Ernakulam-682021.,"
863,http://tradekerala.in/24490/Thejus++Travels/7,+91 484  2391854,,Thejus  Travels,,"Pachalam.,Ernakulam-682012.,"
864,http://tradekerala.in/24491/Trans+Indus/7,+91 484 2664005,,Trans Indus,,"Perumanoor.,Ernakulam-682015.,"
865,http://tradekerala.in/24492/Travel+Link/7,+91 484 2354567,,Travel Link,,"P.T Usha Road.,Ernakulam-682011.,"
866,http://tradekerala.in/24769/T+J+Tours+%26+Travels/7,+91 484 2393315,,T J Tours & Travels,,"Ernakulam North.,Cochin-682018.,"
867,http://tradekerala.in/24770/Tanuf+Tours+%26+Travels/7,+91 484 2555060,,Tanuf Tours & Travels,,"Edappally.,Ernakulam.,Cochin-682024.,"
868,http://tradekerala.in/24772/The+Great+India+Tour+Co+%28P%29+Ltd/7,+91 484 2317001,,The Great India Tour Co (P) Ltd,,"Panampilly Nagar.,Ernakulam.,Cochin-682036.,"
869,http://tradekerala.in/24773/Thekkakara+Tours+%26+Travels/7,+91 484 3916832,,Thekkakara Tours & Travels,,"T.D Road.,Ernakulam.,Cochin-682011.,"
870,http://tradekerala.in/24774/Tourland+Holidays+%26+Trade+Links/7,+91 484 2397326,,Tourland Holidays & Trade Links,,"Ernakulam North.,Ernakulam.,Cochin-682018.,"
871,http://tradekerala.in/24777/Travelnest/7,+91 484 2802915,,Travelnest,,"Arakakkadavu Road.,Vennala.,Ernakulam-682028.,"
872,http://tradekerala.in/4442/U+K+Travels/1,0471 3296451,,U K Travels,,Kittu Complex  Killipalam Byepass Rd
873,http://tradekerala.in/4492/United+Tours+%26+Travels+%28TVM%29+Pvt+Ltd/7,0484 2356221,,United Tours & Travels (TVM) Pvt Ltd,,Sreekandath Road
874,http://tradekerala.in/4907/United+Tours+%26+Travels+%28Tvm%29+Pvt+Ltd/7,0484 2356221,,United Tours & Travels (Tvm) Pvt Ltd,,Sreekandath Rd 3744 Ist Floor 682016
875,http://tradekerala.in/7437/Universal+Tours%26+Tours/7,0484 2428988,,Universal Tours& Tours,,Malamel Mansion Building  First Floor Info Park Rd Kusumagiri P.O Malamel Mansion Building 682030
876,http://tradekerala.in/4501/Universal+Travels+%26+Tours/7,0484 2428988,,Universal Travels & Tours,,1 St Floor  Info Park Rd  Kusumagiri. P.O  Kakkand  682030
877,http://tradekerala.in/10157/Universal+Travels+%26+Tours/7,0484 2428988,,Universal Travels & Tours,,Malamel Mansion Building  First Floor Info Park Rd Kusumagiri P.O Malamel Mansion Building 682030
878,http://tradekerala.in/11015/United+Tours+and+Travels/2,0474 2742255,,United Tours and Travels,,Hospital Rd
879,http://tradekerala.in/18477/U+K+Travels/1,0471 3296451,,U K Travels,,Kittu Complex  Killipalam Byepass Rd  Attakulangara  695023
880,http://tradekerala.in/14123/U+V+I+Holidays/1,0471 2470967,,U V I Holidays,,Gpo Ln  Statue Jn   695001
881,http://tradekerala.in/18473/U+V+I+Holidays/1,0471 2470967,,U V I Holidays,,Gpo Ln  Statue Jn  695001
882,http://tradekerala.in/14122/Ullas+Travels/1,0470 2693088,,Ullas Travels,,Bijin Building  Kallambalam  695605
883,http://tradekerala.in/18446/Ullas+Travels/1,0470 2693088,,Ullas Travels,,Bijin Building  Kallambalam  695605
884,http://tradekerala.in/14120/Unique+Travels/1,0471 2501201,,Unique Travels,,Opposite To Airport  Vallakkadavu  695008
885,http://tradekerala.in/18441/Unique+Travels/1,0471 2501201,,Unique Travels,,Opp To Airport  Vallakkadavu  695008
886,http://tradekerala.in/9514/United+Tours+and+Travels/1,0471 2331655,,United Tours and Travels,,M.G. Rd  695001
887,http://tradekerala.in/18093/United+Tours+and+Travels/1,0471 2331655,,United Tours and Travels,,M.G. Rd  695001
888,http://tradekerala.in/9512/Universal+Tours+and+Travels/1,0471 2314328,,Universal Tours and Travels,,LMS Compound
889,http://tradekerala.in/19244/Universal+Travel+Enterprises/1,0471 2333306,,Universal Travel Enterprises,,Bakery Jn  Opposite Reserve Bank  Kottun Hill  695014
890,http://tradekerala.in/16458/Universal+Travel+Enterprises/1,0471 2333306,,Universal Travel Enterprises,,Bakery Jn  Opp Reserve Bank  Kottun Hill  695014
891,http://tradekerala.in/4337/Universal+Travel+Enterprises/1,0471 2364002  2362901,,Universal Travel Enterprises,,TC 6  1248  MRA  A  70  Kanjirampara  695 030
892,http://tradekerala.in/10283/UTE+Holidays/1,0471 2545086,,UTE Holidays,,NNMBuildings  Pannamvilla  695 003
893,http://tradekerala.in/18172/UTE+Holidays/1,0471 2545086,,UTE Holidays,,NNMBuildings  Pannamvilla  695 003
894,http://tradekerala.in/4462/UTE+Holidays/1,0471 2364002  2362901,,UTE Holidays,,MRA A70   Kanjirampara  695 030
895,http://tradekerala.in/10116/UVI+Holidays/1,0471 2475984  2471058,,UVI Holidays,,GPO Lane  Statue
896,http://tradekerala.in/24779/Ullas+Kerala+Holidays/7,+91 9447105962,,Ullas Kerala Holidays,,"20/2014-A.,Kalathiparambil Road.,Opp.Govind Apartment.,Ernakulam.,Cochin-682016.,"
897,http://tradekerala.in/24780/Unique+Ventures+Tours+%26+Travels/7,+91 484 2307286,,Unique Ventures Tours & Travels,,"Vyttila.,Ernakulam.,Cochin-682019.,"
898,http://tradekerala.in/4495/V+KG+Tours+%26+Travels/7,0484 2357580,,V KG Tours & Travels,,"Kurisupally Rd., Pallath Business Centre"
899,http://tradekerala.in/10106/Venture+Kerala+Voyages/7,9846882484,,Venture Kerala Voyages,,Aroman Garden  SRM Rd 18
900,http://tradekerala.in/5712/Vice+Regal+Travels+%26+Resorts+Ltd/7,0485 2381629,,Vice Regal Travels & Resorts Ltd,,S 17  S 18 GCDA Shopping Complex Marine Drive  682031
901,http://tradekerala.in/4499/Viceregal+Travels+%26+Resorts+Ltd/7,0484 2381883,,Viceregal Travels & Resorts Ltd,,S17/S18 Ground Flr GCDA Shopping Cmplx
902,http://tradekerala.in/4962/Vijay+Tours+and+Travels/7,0484 2363171,,Vijay Tours and Travels,,P.B No. 2474  1st Floor  Church Landing Cross Rd  Pallimukku  682016
903,http://tradekerala.in/10140/Vivek+Travels/7,0484 2360293,,Vivek Travels,,Near Public Library  G.S.S. Shopping Complex  Convent Rd  682035
904,http://tradekerala.in/14117/Vacation+Travels+%26+Tours+Pvt+Ltd/1,0471 2444618,,Vacation Travels & Tours Pvt Ltd,,Vadayakadu  Kunnukuzhy  695037
905,http://tradekerala.in/18436/Vacation+Travels+%26+Tours+Pvt+Ltd/1,0471 2444618,,Vacation Travels & Tours Pvt Ltd,,Vadayakadu  Kunnukuzhy  695037
906,http://tradekerala.in/10129/Vacation+Travels+and+Tours+Private+Limited/1,0471 2444618  2550369,,Vacation Travels and Tours Private Limited,,Vadayakadu  Kunukuzhy 695 001
907,http://tradekerala.in/14116/Valiya+Veetial+Tours+%26+Travels/1,0471 2725314,,Valiya Veetial Tours & Travels,,No.Tc 11/1707  Charachira  Kowdiar   695003
908,http://tradekerala.in/19233/Varma+Travels/1,0471 2471400,,Varma Travels,,Padmavilasom Rd  East Fort  695023
909,http://tradekerala.in/16435/Varma+Travels/1,0471 2471400,,Varma Travels,,Padmavilasom Rd.  East Fort  695023
910,http://tradekerala.in/14115/Vinayaka+Tours+%26+Travels/1,0471 3265711,,Vinayaka Tours & Travels,,No.Tc 60/59  Ramaswami Kovil St  Thakaraparambu Rd 695023
911,http://tradekerala.in/19243/Visit+India/1,0471 2481069,,Visit India,,Light House Rd  Vizhinajam  695521
912,http://tradekerala.in/14114/Vivekananda+Travels+P+Ltd/1,0471 2332433,,Vivekananda Travels P Ltd,,No.25/1107  Gpo Building  Thampanoor 695001
913,http://tradekerala.in/24493/Varna+Tours+%26+Travels/7,"+91 484 2775553,3243532, 6455952",+91 9447200932,Varna Tours & Travels,reservation@varnatours.com,"9/368, Karingachira,Hill Palace Road.,Kochin Palace.,Tripunithura.,Ernakulam-6823101.,"
914,http://tradekerala.in/24494/Vijaya+Travels/7,+91 484 2220202,,Vijaya Travels,,"Karuvelipady.,Ernakulam-682005.,"
915,http://tradekerala.in/24782/Vas+Tours+%26+Travels/7,+91 484 2334974,,Vas Tours & Travels,,"Edappally.,Ernakulam.,Cochin-682024.,"
916,http://tradekerala.in/25548/Vergin+Travels/7,+91 484 2807199,,Vergin Travels,,"Above 910 Super Market.,By-Pass.,Palarivattom.,Ernakulam.,Cochin-682025.,"
917,http://tradekerala.in/4505/Weex+Tours/7,0484 2222632,,Weex Tours,,Near Sui Theatre Panayappilly 682005
918,http://tradekerala.in/11016/Windsor+World+Tours+%26+Travels/5,0481 2561121,,Windsor World Tours & Travels,,K.C.M Building   Vellappally Lane   Opposite BCM College   KK Rd
919,http://tradekerala.in/11301/Western+Travel+Service/1,0471 2481334,,Western Travel Service,,Kovalam  695527
920,http://tradekerala.in/12229/Wonder+World+Travel/3,0473 2664859,,Wonder World Travel,,Near Head Post Office
921,http://tradekerala.in/14113/Welcome+International/1,0471 2331929,,Welcome International,,Opposite Ayurveda College  Thampanoor  695001
922,http://tradekerala.in/18396/Welcome+International/1,0471 2331929,,Welcome International,,Opp Ayurveda College  Thampanoor  695001
923,http://tradekerala.in/19237/Wellmen+Travel+Links/1,0471 2330781,,Wellmen Travel Links,,Panavila Jn  695001
924,http://tradekerala.in/13627/Wonder+World+Travels/1,0471 2325594,,Wonder World Travels,,Sasthamangalam   695010
925,http://tradekerala.in/4503/Yes+Jay+Travels/7,0484 2363112,,Yes Jay Travels,,3036 Palliyil Lane Near Lekshmi Hospital 682016
926,http://tradekerala.in/12231/Yatra+International/1,0471 2330782,,Yatra International,,Station Rd  Thampanoor 690001
927,http://tradekerala.in/24789/Y+2++K+Tours+%26+Travels/7,+91 9895558231,,Y 2  K Tours & Travels,,"Kaloor.,Ernakulam.,Cochin-682017.,"
928,http://tradekerala.in/18176/Zion+Travels+%26+Trade+Links/1,0471 2475505,,Zion Travels & Trade Links,,No.Tc 28/1751  Kochar Road  Pazhavangadi  695023
929,http://tradekerala.in/12230/Zion+Travels+%26+Trade+Links/1,0471 2475505,,Zion Travels & Trade Links,,No.Tc 28/1751  Kochar Rd  Pazhavangadi 695023
